10,24.0,2950704,25.8095238095
15,20.380952381,3099504,21.9523809524
20,21.1904761905,2854108,23.7619047619
25,18.7619047619,3096900,19.3333333333
30,19.7619047619,3028266,21.4761904762
35,16.8095238095,3041968,18.9523809524
40,19.7619047619,3004644,21.3333333333
45,14.2857142857,3048168,16.7619047619
50,15.2857142857,3021880,18.0952380952
55,16.6666666667,3086670,18.619047619
60,15.8571428571,3090948,16.7619047619
65,20.5238095238,2822240,22.4761904762
70,15.3333333333,3099008,16.3333333333
75,14.5238095238,2996708,17.1904761905
80,15.9047619048,3085492,16.9047619048
