10,12.976744186,9624136,13.6860465116
15,13.5581395349,5369244,13.3372093023
20,8.73255813953,12289740,8.90697674419
25,8.51162790698,11066934,8.47674418605
30,9.60465116279,10232455,10.3488372093
35,8.6511627907,12615873,8.62790697674
40,7.82558139535,8824866,7.74418604651
45,8.8488372093,12729724,9.31395348837
50,7.27906976744,12817104,7.37209302326
55,6.55813953488,12254017,6.23255813953
60,8.32558139535,10427518,8.32558139535
65,9.18604651163,12316725,9.67441860465
70,9.59302325581,6027164,9.40697674419
75,8.33720930233,11471709,8.81395348837
80,7.39534883721,12672413,7.25581395349
85,6.81395348837,11809664,6.58139534884
90,7.6511627907,11543669,7.95348837209
95,8.79069767442,6665295,8.46511627907
100,7.98837209302,10039705,8.3023255814
