10,7.45454545455,2898686,7.2380952381
15,7.0,3058088,7.04761904762
20,6.0,2743376,6.85714285714
25,6.36363636364,1771836,7.52380952381
30,6.45454545455,1909600,7.33333333333
35,7.18181818182,1616464,7.33333333333
40,5.90909090909,1713122,6.38095238095
45,6.36363636364,1517884,7.2380952381
50,6.0,1273108,6.47619047619
55,6.90909090909,1213712,7.61904761905
60,6.54545454545,1018784,7.90476190476
65,6.27272727273,1638846,6.47619047619
70,6.0,2991748,5.90476190476
75,6.90909090909,1008306,8.28571428571
80,6.27272727273,2779336,6.38095238095
85,6.72727272727,1370200,7.04761904762
90,6.0,2734510,6.09523809524
95,6.18181818182,1112590,7.2380952381
100,6.27272727273,2430648,6.19047619048
105,6.81818181818,1050466,7.2380952381
110,6.63636363636,1159524,8.57142857143
115,5.63636363636,984498,7.42857142857
120,6.18181818182,1368898,6.7619047619
125,6.54545454545,994790,7.14285714286
130,5.63636363636,1495564,6.66666666667
135,6.0,2829680,6.95238095238
140,5.54545454545,1587820,6.0
145,5.90909090909,1456876,6.38095238095
150,6.27272727273,1244836,6.85714285714
155,6.54545454545,1449808,7.52380952381
160,6.09090909091,2205030,6.7619047619
165,5.54545454545,1009236,5.80952380952
170,5.18181818182,1695390,6.09523809524
175,6.27272727273,1158284,6.0
180,5.72727272727,1716904,5.80952380952
185,5.81818181818,1332380,6.7619047619
190,5.72727272727,1412732,6.19047619048
195,5.81818181818,1391342,6.47619047619
200,5.81818181818,1864526,5.90476190476
