10,23.2857142857,3099876,25.1428571429
15,28.2857142857,2230760,28.0476190476
20,20.7142857143,2660420,23.9523809524
25,18.3333333333,3091568,21.5714285714
30,19.3333333333,3063420,21.7619047619
35,23.380952381,2967692,24.619047619
40,18.619047619,2938552,20.6666666667
45,22.2380952381,2931918,24.9523809524
50,20.5714285714,3017106,22.380952381
55,18.5238095238,3098574,21.2380952381
60,19.5238095238,3082454,21.3333333333
65,19.3333333333,2655646,22.5714285714
70,18.7142857143,3099566,20.0476190476
75,18.1428571429,3094916,21.4285714286
80,17.3333333333,2837182,19.5238095238
85,18.7142857143,2950766,20.8571428571
90,20.9047619048,2979534,22.9047619048
