10,37.0952380952,3068938,37.0476190476
15,38.2857142857,3044200,39.9047619048
20,34.9523809524,3057840,35.9523809524
25,38.8571428571,2838298,39.3333333333
30,35.9047619048,3089522,37.0952380952
35,37.1904761905,2940102,38.4761904762
40,33.0476190476,2952564,34.7619047619
45,37.2857142857,2917844,38.7142857143
50,36.0952380952,2986478,35.380952381
55,39.1904761905,2848466,39.1904761905
60,37.7619047619,2197838,36.8095238095
65,37.2857142857,2346762,39.0952380952
70,38.9047619048,2985920,39.0952380952
75,35.1904761905,2934956,35.0
80,36.4285714286,2521602,36.3333333333
85,37.9047619048,1755344,38.0476190476
90,40.4761904762,2528918,41.0476190476
95,38.0952380952,2518316,36.5714285714
100,37.9523809524,3021570,38.0952380952
105,37.619047619,2986664,36.4285714286
110,37.1904761905,2258722,38.1428571429
115,34.1904761905,2072908,34.0952380952
120,38.5714285714,2853736,39.1904761905
125,37.2857142857,2988276,37.7142857143
130,39.5714285714,2294558,40.4285714286
135,36.8571428571,2992740,38.5238095238
140,41.9523809524,2060756,40.3333333333
145,40.0,2509140,38.3333333333
150,37.380952381,2823418,38.2857142857
155,37.6666666667,2600776,37.4761904762
160,37.0952380952,1832100,36.9523809524
165,39.1428571429,2649074,38.0
170,37.8571428571,2077868,38.0952380952
175,36.9523809524,2375468,38.4285714286
180,39.0952380952,2723660,39.380952381
185,38.2380952381,3033350,39.0
190,40.8571428571,2937126,40.0476190476
195,37.4761904762,2640332,37.5714285714
200,35.6666666667,2920882,35.2857142857
